comment,toxic
Не верьте дизинфе хачеградцев.,1.0
"может и сжаться на счёт разорваться - в прямом смысле этого слова вроде как не должна, хотя с Большого Взрыва могут существовать некоторые дефекты пространства-времени, например космические струны , но они пока не обнаружены и не факт, что вообще существуют на счёт сжаться обратно - это без проблем, главное чтобы средняя плотность вселенной была меньше 1 (сейчас она по измерениям 1 плюс минус погрешность, так что может и меньше 1, надо точнее мерить) за ее границами тоже есть некое пространство Есть область дальше которой мы ничего не видим (сфера Хаббла), но вообще материя там может быть, а пространство - оно единое для всей материи
",0.0
"Не пизди Еще Гадкая семерка - или как там годнота
",1.0
"Был у меня знакомый из этого бизнеса, рассказывал то же самое почти слово в слово.
",0.0
"Ну так давай паспорт, пруфы или уебывай нахуй демагог хуев.
",1.0
"Я, скажем, если лечу из Германии на Урал, то удобнее брать билет туда-обратно, чтоб голова не болела о приобретении билета лишний раз. Но бывает ситуация,когда из за опоздания вылета одного самолёта, я могу опоздать на тот, который доставит меня до конечного пункта, так бывает. Что,получается, что мне ещё и обратные аннулируют, что ли?
",0.0
"Всегда знал, что эта поехавшая сука-хохлушка.
",1.0
"Это не тефтели, это ёжики. Тефтели- маленькие, но чисто мясные котлетки.
",0.0
"это называется яжемать моему дитячку сделали лишнюю прививку, увольте эту суку
",1.0
"В корень зрите! Придут к репитеру, если канал до оператора грамотно сделать
",0.0
А если кто-то оскорбляет сам себя? Ну и ладно.,0.0
"Неужели мы едим оливки и холодец? Мы переступили черту. Молодости конец.
",0.0
А как же суицид от понимания тщетности бытия в Австралии?,0.0
"Ха, отработал менеджером в Синнабоне в СПб 370 часов за сентябрь, получил около 55-60k, точную сумму не помню
",0.0
"Это где такая красота стоит? А то надо бы глянуть сходить
",0.0
"Скриншот обрезан. А так, это крайняя плоть.
",1.0
"Ладно, хорошо, аборт это плохо, но тогда нужно вовсе Недпускать рождения детей в некорректных условиях.
",0.0
"Саша из нескучного саунда охуенный.
",1.0
"Брендовые товары почти все под заказ, возможно в тц только их производство и Китай, я не знаю
",0.0
вы из тех неуклюжих людей из рекламы?,0.0
"Я думаю если уровень жизни довести до такого состояния как на Украине, в РФ тоже самое будет.
",0.0
"А что не так-то? Или ты против разделения людей по имущественному признаку? Коммуняка?
",1.0
"Думаю над этим. Билеты ок 20к стоили. Лучше уж в нерезиновой, чем замкадск, был очень печальный опыт там.
",0.0
"Разрyшение кyльтyры. Хотя для местнх либерашек yничтожение народа не является проблемой.
",1.0
"притащил фотожоп с яплакаль Три четверти украинцев живут за чертой бедности по данным Госстата, по уровню среднедушевых доходов население страны распределяется следующим образом: до 1920,0 грн - 6,9 1920,1 2280,03 грн - 7,7 2280,1 2640,0 грн - 11,0 2640,1 3000,0 грн - 11,0 3000,1 3360,0 грн - 10,7 3360,1 3720,0 грн - 10,8 3720,1 4080,03 грн - 9,3 4080,1 4440,0 грн - 6,3 4440,1 4800,0 грн - 6,4 4800,1 5160,0 грн - 5,1 более 5160,0 грн - 14,8
",0.0
"Ну не в кислоте же растворили , а с любителями современного искусства так и надо поступать!
",0.0
"Любая операция трансплантации очень сложная и дорогая. Плюс далеко не всегда можно найти донора.
",0.0
"А у нас ещё круче, по документам завод есть, а по факту нет, так что сделайте поезд призрак, тогда и поговорим.
",0.0
"что-то больше похоже на визуальный осмотр. я имею ввиду, что с течением времени невозможно доказать методами инструментального контроля такую аварию.
",0.0
"Проблема некоторых людей искать смысл там где его нет
",0.0
"У меня как-то 40 минут было. Не, не специально, не засекал-просто так получилось.
",0.0
"Вот этореально черт опущенный Гомикадзе Би и опущенный гей пиздаболище Вот он реально черт Ты что, быдло АУЕшное?
",1.0
"Смешались в кучу кони, люди... Людей надо искать всегда по базовым навыкам, в том числе честность, в первую очередь, а не по опыту. Тем более на такую работу.
",0.0
"Фильм супер, а капитан мне всегда Чака Нориса напоминаль
",0.0
"Лахтодырка отрицает свое существование.
",1.0
"Полностью согласен. Данный факт был скрыт, а по правилам и закону, вы покупаете товар не бывший в употреблении. А соответственно вы не можете гарантировать что в нем нет дефектов, которые могут вообще сильно повлиять на гарантию производителя. То есть вам могут отказать в гарантии на основании того, что юзавший мог поменять прошивку, сорвать пломбу и так далее, и тому подобное. Смело менять и не париться, ещё и штраф на магазин. А там пусть сами разбираются.
",0.0
"лол, классическое народ не тот . Корону с башки сними, придурок
",1.0
"Насыпать пшено на крышу и капот
",1.0
"Вопрос не в том, откуда идет тепло (очевидно, от ребенка), а куда идет тепло. С утеплением оно идет обратно в ребенка.
",0.0
"Вы не учитываете, что часть веса- это просто вода и , пардон, отложения в кишечнике огромного живота.
",0.0
"Все они немного сволочь! А некоторые даже больше!
",1.0
"Там ни слова о смене тарифа, я открывал и читал
",0.0
"да там много забавного в Татарстане Вместе с тем активист Бессрочки из Набережных Челнов Василь Тарасов в беседе с Idel.Реалии выразил сомнение, что акцию провели именно активисты Бессрочного протеста . Я не знаю, кто именно провел эту акцию. Сомневаюсь, что ее провели знакомые мне активисты, сказал Тарасов.
",0.0
"Да не мёд дорогой, а сервису нельзя видать заниматься заменой масла за платно(не знаю у по чему но логика подсказывает). Вот и покупаешь по сути услугу замена масла а по чекам мёд .
",0.0
"Еще вспомнил, цыган у иисуса гвоздь один спиздил, поэтому все цыгане воры в рай теперь попадают. Остальные не успел наверное
",1.0
"Такой битвы за 20 баксов я ещё не видел.
",0.0
"Я его не осуждаю, очень иногда интересно послушать о том как было, но и не поддерживаю, надо нынешнюю страну улучшать, а не пытаться вернуть что было
",0.0
Зачем тут тогда разговариваешь? Жалко что ты вообще родился...,1.0
"кто это вообще, страшная даже дрочить неохота
",1.0
"Ну тогда вы должны знать, что при готовке на одного и на трех (к примеру) человек идёт разный расход продуктов. Я когда одна жила могла поужинать булочкой с чаем. Детям надо готовить каждый день, их булочкой с чаем не успокоить. Даже сезонные фрукты стоят от 100 рэ за килограмм...
",0.0
"Тут же написано: из говна и палок (старых запчастей). Скорее всего, товарищ собрал разный хлам, который без дела валялся, а выбросить жалко было, и соединил во что-то полезное. Так что в его случае затраты далеко в прошлом, а дополнительные - если только время (бесплатное - он же не вместо заработка этим занимался), да, может быть, расходы на пайку.
",0.0
"Хорошая идея Как бы реализовать(
",0.0
"Живу в этом городе, знаю этот район и второго магазина пятерочка(тот что справа на фото) не припоминаю. Думаю что фэйк.
",0.0
"Это рептилоиды похищают души.
",1.0
"нет, вот если бы сяоми пообещали, то да, обидно было бы.. а тут какой то айфон майфон.. нафиг он нужен кому вообще..
",0.0
"Второе правило руководителя: Не можешь решить проблему самостоятельно - передай тому, в чьей компетенции её решить. т.е. или руководству выше, или руководству-сотруднику ниже...
",0.0
"Что тебя рассмешило? Отсутствие логики в твоих комментах?
",1.0
"Жабы-дуры ибо они жабы. А колдунство есть, но не у той калдуньи .
",1.0
"Возраст подняли нам... А ноешь ты.. Ну а вам еще поднимут,но вы не доживете..
",1.0
"Печальная история, на самом деле. Девушка многие годы пытается похудеть и, возможно, найти себе пару, но судьба каждый раз расплряжается по своему...
",0.0
"будет пытаться Да украинский прекрасно читается. Отлично читаю, будучи русским либералом, не учив специально украинский. Вон, тот же Лога(чев)(бола)шенко, ватник, причем поехавший со справкой, позволяющей ему ездить на пригородных поездах, и то понимает украинский, как и белоррусский и польский, как свой, пруфы ищите на инфожд. А что если Новороссия это эксперементальный полигон, где Пыня проводит эксперемент, по определению уровня терпильности россиян. Допустим сначала в Новороссии вводят новшевство , там россияне терпят, а потом такие же вещи введут в РФ Не Новороссия, а новохуесоссия. Это давно ясно, еще есть такой полигон, как якобы независимая Беларусь.
",1.0
"Всем бы такую заработную плату в 500к и мир стал бы куда приятнее. Людям бы стало хватать на все мирские блага и отдых на самых дорогих курортных зонах. Не было бы в стране бедности. Каждый сам выбирает что ему покупать!!!
",0.0
"Сразу вспомнился red alert 3, где у советов было супер оружие уронить спутник
",0.0
"Всё, что следует знать о тв
",0.0
"Пытаться определить как поступить с наследством бесполезно. В наследство уже вступили. Ко мне она пришла, так как была уверена что детей быть не может. История, где-то напоминает сына Спартака Мишулина, дочь которого была уверена, что отец всегда был с ними и не мог иметь детей на стороне. Доля умершего 1 2, все наследники получили по 1 8 от всего перечисленного имущества. Вдова еще получила 1 2 (или 4 8) доли как супруга. то есть у вдовы 1 2 1 8
",0.0
"Вообще есть любопытная статистика, что в золотые года США, пиздили только так и логика здесь простая - чем больше денег, тем больше воруют. Вот например после того как минфин сказал о том, что бюджет вырастит к 2020 году до 20 триллионов, я могу с уверенностью сказать, что цифра арестованных денег увеличится, так как воровать будут больше, и не потому что не работают, работают, а потому, что доверенных денег станет больше вот и все. Но наша оппозиция будет кричать: а воруют с каждым годом все больше и больше...
",0.0
"И про налог на налог тоже
",0.0
"Чемпион Московской Олимпиады?
",1.0
"Люди зажрались и охуели если по мнению этих игроков андромеда лучше Антема. Хотя че там с багаутом76 сравнивают вон... Вот оно че оказывается, игроки просто охуели, ну ок. Вот долбанные пидерасы, не хотят покупать такую отличную игру, а еще смеют ругать такой божественный геймплей. Баги, хуевый геймплей поправят, а контент, ну его запилят, через год другой, причем бесплатно! Ага. Стоит лишь потерпеть!
",1.0
"Зашквар и через поколения передается. Если ты русский, то 100 зашкваренный.
",1.0
"Если они внезапно захотят сотрудничать с РФ, то уже на следующий день BBC расскажет страшные тайны этих стран, начнутся санкции и тд.
",0.0
"Нужно завести инстаграм.
",0.0
"Абу сюда дибилушек из кащенки заливает? Какой рост ты о чем? В моем регионе до сих пор по 10 тыщ средняя зп
",1.0
"Это же казахи, самая куколдская нация в мире.
",1.0
"Так надпись перед реанимацией деньги брать. А вообще всегда перед большой опасностью обещают золотые горы а потом хер. И чем серьезнее опасность тем меньше благодарность. Парадокс
",0.0
"Я понимаю что дополнительный гемор, но что мешало оформить доставку через синего слоупока(почты РФ) наложенным платежом?
",0.0
"Я вот не могу представить ситуацию, при которой я оставляю деньги на кассе и ухожу с продуктами. Ведь есть нешуточная вероятность, что эти деньги заберёт кто-то другой, а я потом ещё и виноват буду. Был 1 раз, когда в маленьком магазине набрал продуктов, пришел на кассу и никого нет. Потупил минуту, вернулся в зал - там тоже никого нет. Потупил ещё пару минут, оставил корзину с покупками на кассе (причём прямо на стуле кассира) и ушел.
",0.0
"Тогда просто осуществляется обещанное и девочке гарантирован отличный секс от руководства
",0.0
"Ты вот про сестру сказал, а я чёт почти на все сто был уверен, что он именно в Голландии живёт, хз как объяснить, чуйка чтоль... Видал я ролики про сестру, суды там и все такое. Был я на его канал подписан, а потом он мне стал мерзок. Ты обратил внимание на атрибуты наличия денег ? Почти в каждом ролике, то часы, то мы гардероб жены показываем с кол-вом сумок, то мы критикуем других блогеров за плохие зубы... Он плохой человек. А татарин, он мог, ахметычь злой на многих.",0.0
"Воздушное пространство над Пакистаном закрыли 27 числа в 10:30 по Москве. Посмотрите сами, - NOTAM Search by Number - Accountability or Location OPKR - NOTAM Number A0200 19 . Время указано по UTC. A0200 19 - PAKISTAN AIRSPACE IS CLOSED. 27 FEB 07:30 2019 UNTIL 28 FEB 23:59 2019 ESTIMATED. CREATED: 27 FEB 07:32 2019
",0.0
"А шлюхочасы позобавили. Хлопцам на работе расскажу.
",1.0
"Что, сученок, мало я тебя говном в попереднем треде накормил? Сюда прибежал?
",1.0
"Правила и модераторы отсутствуют. А какого тогда хуя посты трут и банят? А вот и горелая скотоублюдина прибежала.
",1.0
"супер у самого были мысли чтото подобное делать , но первые эксперименты не очень удались
",0.0
"по себе знаю что если билет берется в обе стороны то без посадки на стыковке они анулируют обратные билеты. речь здесь об упущенной прибыли если бы они продали билеты раздельно. и я вообще не оправдываю авиакомпанию. ясно что это по большей части наглость маркетинга, а уж суд так совсем борзость.",0.0
"финик больше 2000 кг. мой qx 70 весит 2100, а там qx80 он вроде 2200
",0.0
"Однако, далеко не факт, что повышение цен, являлось решающим фактором при создании своего завода, это естественный путь развития компании
",0.0
"надеюсь у него детей не будет. Во благо естественного отбора
",1.0
"Так во сколько обошёлся фундамент.материал и работа техники понятно.сколько денег именно за работу.И опалубки нет? Или она в других расчетах?
",0.0
"нацибляди не люди. нац-отсосы - леваки
",1.0
"Ахах, чувак. Скажи, что пошутил неудачно, иначе это пиздец.
",1.0
"как звать? Яша а че раньше молчал? немой был
",1.0
"Так просто нужно этот фашистский пучок разорвать на сотню маленьких медвежат , как когда-то разорвали тюрьму народов.
",1.0
"В России система сдпчи на права построена на принципе заебать, а не проверить навыки
",0.0
"Так и надо) а то прут как бараны) Не далеко от дома тоже надо также сделать- а то и переход стёрли, знаки убрали и ограждения поставили- год прошёл всёравно прут)
",1.0
"Есть вариант продать кому надо продать Схемы такие ещё в 90-х были. Брали пару тачек, одну гоняли, а вторая на хранении. Потом списывали и продавали, так как уже у обеих машин ресурс исчерпан.
",0.0
"тоже три однокурсника из швитой съебали в ужасе через год-два. в испахе из знакомых русскоязычных домой поехали почти все через 2-6 лет. осталась парочка с норм условиями (своя хата норм работа) и парочка на хуевых условиях (съем конуры в ебенях калым какой-нибудь типа мыть полы или ложить плитку). остальные все вернулись домой, работают, квартиры купили, женятся и все такое, в европку наезжают просто отдохнуть. собсно, я тоже.
",0.0
"Я пересчитал (правда взял инфу из головы о радиусе Земли 6400км), выходит 300 метров в час. Может там был один год и 1.5 км в час? Ну и ещё похоже его не по уровню перевернули в могиле, поэтому хуй рос не через центр Земли всё же.
",0.0
"Что значит будет? Там же вроде офис микрозаймов должен быть!
",0.0
"Какие же хохлы революционеры, пиздец просто
",1.0
"друг, да ты сам похоже не особо шаришь) Прикинь, Word умеет в PDF)
",0.0
"А сертификацией кто будет заниматься? придется отдельный гос орган составлять? Или вы про подарочные сертификаты?
",0.0
"а что делать если сортиров в стране как не было так и нет .
",0.0
"история не закончена. Что выбрал фармацевт - здоровье ребенка или собственный заработок?
",0.0
"Да, вся страна ебашит на зарплатах меньше 50 тысяч и их все устраивает",0.0
"Подрочил на то, как ты дрочишь в гостинице.
",1.0
"Из матрицы нельзя выйти
",0.0
"реверс. смотреть надо с конца
",0.0
"Ты внатуре, дебил. Схуяли ты решил что это мне подарили, и мне надо завидовать?
",1.0
"Мне тебя жаль честно раз ты не можешь понять что там не написано что он был Прав и говоришь зачем поворачивать ещё двоих. Всё просто он убедился что он был не прав, пойми ты не прав был не ппрррааавввв по этому хватило двоих повернуть. Прочитай условия внимательно и этот текст сново условия и покажи кому нибудь из взрослых это чтоб объяснили тебе пробитому что ты сынок пробитый
",1.0
"Фильм-то стоит и 3 раза посмотреть, чтоб доперет )
",0.0
"загнал тебе за черную шконку проверяй
",1.0
"И что, это сделал Почта России? Или все же неадекват в ее рядах?
",0.0
"Ну если не как pos зачем оно Вам надо. Там ставка делается что он не грелся все ттх минимальны. Купите любой моноблок от нормальной фирмы например lenovo и будет намного лучше
",0.0
"Ээээ, вроде бы прон просили а не это...
",0.0
"малой у тебя в штанах, малой. россия будет свободной, а ты останешься малым, малой.
",1.0
"А вы уверены что дело не в синхронизации контактов с номера?
",0.0
"Прошлые треды можно найти в гугле ЧЕТВЕРГ РЫБНЫЙ ДЕНЬ ПРИШ Л В СТОЛОВУЮ ПУСТЫЕ ПРИЛАВКИ
",1.0
"я и пробую посложнее - 3Д, вот только недешевое это удовольствие ради 5-20 минут досуга)
",0.0
"Но они получат на рубль больше, чем если бы ты продали три буханки по трем чекам. Основная фишка не в трех буханках, а в том что покупатель берет обычно не один товар, а набирает в корзину кучу всякой мелочи, где легко и на десять рублей наберется. Я когда кассовое ПО поддерживал вообще охреневал как с таких мелочей в средненькой сети торгующей хозтоварами в месяц легко набирается на пару лямов.
",0.0
"Господи, ты же больной человек. Мы уже выяснили, что это нихуя не умеешь в английский, потому что приволок ссылку на статью которая прямо опровергает твои слова, и не смог процитировать выдержки из этой статьи, только потому что НИХУЯ не умеешь в английский. А по поводу эстонского языка, я повторю для присутствующих здесь господ, что если бы я был лахтодыркой, мне не составило бы труда говорить через гуглопереводчик, ведь ты, говно, нихуя не сможешь оценить качество перевода. Утомил ты. Тебе лечиться нужно.
",1.0
"с тваей мамкай)0) азаза
",1.0
"Вы имейте ввиду, что задача инструктора по вождению, сделать так, чтобы вы не сдали с первого раза экзамен и платили за доп занятия. Был такая же проблема, пришёл ругаться и забирать документы из автошколы, они чтобы не было отрицательной статистики отправили сдавать вождение в другой город. Там естественно было легче, так как там даже светофоров нету.
",0.0
"У нас плотва с икрой, которая крупная где то 850-900 рублей будет выходить.
",0.0
"Дякую тоб боже що я не москаль
",1.0
"а у нас на работе так ловим
",0.0
"У меня в общаге было три утюга. Передавались от выпускников первокурсникам n-е количество раз.
",0.0
"Не заправляю. Но и не подворачиваю штанины, чтоб мои носки в горошек у всех на виду были. Ебанутые сука, что весной, что осенью. На улице -3, -5, они с подворотами и голыми лодыжками бродят в летних кроссовках с огромной соплей под носом. Зато носки свои всем показали, в тон джинсам.
",1.0
"США станут модом на обливион?
",0.0
"Но в Египти древнем не было ломов стальных, как и асфальт бетонного плаца. Не убедил!)
",0.0
"Прошу прощения, но давление не является силой. По теме, если: Крыло имеет не симетричную форму, по-этому поток движется сверху и снизу с разными скоростями. Чем больше скорость потока, тем ниже давление. Конструируют крыло так, чтобы сверху крыла давление ниже было, из-за этого возникает подъемная сила. А меняя угол атаки крыла (наклон) меняемеё величину этой силы.
",0.0
"Вот это действительно настоящий ужас!
",0.0
"Создал тут тхреад в b 192441781 Как оказалось, ЛГБТ пропаганда в б кажется унылой и слишком обильной не только мне. Как насчёт пидорнуть все гее би треды из b в ga? Хуле они тут у себя филиал открыли? Заебали притеснять натуралов. Давайте я поясню. Пидоротреды унылы и неприятны, и их крайне много. Это заебало. Если куклоебов и пониебоы пидорнули, почему пидоров нельзя пидорнуть? Пониебы всех заебали - их пидорнули Куклоебы всех заебали - их пидорнули Пидоротреды заебали меня, я интересуюсь, сколько ещё анонов заебались их видить нонстоп 24 7 на главной. Если нас будет много - можно и пидорнуть, я считаю. Для них есть целый раздел, или 2-3 даже. Но все равно постоянно это лезет на главную в b. ДОКОЛЕ?
",1.0
"В этой ветке выше обсуждали суд присяжных в РФ и любовь народа к ауе
",1.0
"история подводной лодки курск фильм получился очень хорошим. без пропагандонщины. правдивый. всё как по официальным отчётам было. только вот смешно когда нужно показать эностранцу город и жизнь в россии, ему нужно в искать самые зашкваренные раёны у себя. напомню, в курске ёбнула торпеда. а именно её топливо. топливо которое уже доставляло белым людям хлопот и были катастровы на лодке из за него. потому от него отказались. но у рашки не было денег от него отказыватся, и необучаемость погубила подлодку и людей. это топливо с прикосновением метала очень взрывоопасно становится, вот и случилось. так же экипаж не могли достать из за того что не было рабочих средств спасения. европейцы предлагали свою помощь и даже прислали уже на место крушения свои спасательные подлодки. но их помощь не приняли. мол сами справимся. что мы сверх подержава или нет?! оказалось нет. ещё расследование показало что экипаж случайно устроил у себя там в безопасном отсеке мини-взрыв, потеряв таким образом последний воздух.
",0.0
"Он с бухлом мешал, наверное.
",1.0
"Не без этого. Про закон- у нас часто так происходит.Недавний пример,который вспомнил,ЕОСАГО,техосмотр в частных руках.Закон был уже,а пунктов ТО не было,сайты страховых полисы не продавали.И до сих пор без пинка от центробанка еле шевелится.Или сертификаты на доп.образование детей.Приняли,но до сих пор,с лета 18 го года никто не понимает что это.И всё работает не через голову а как всегда.
",0.0
"Эт точно. Как и порошки стиральные. Можно в 2 раза норму сократить, особенно для черного.
",0.0
"Кстати 1, у меня было ИП по IT специальности,но в силу обстоятельств, пришлось закрыть и снова на галеру. Так вот получил сразу 3 офера и ни у одних не было вопросов по ИП..
",0.0
"Мне супер мастера после замены сцепления, забыли залить масло в коробку.
",0.0
"Пыщ пыщ онотоле! Попячса! Жърчик!
",1.0
"Берем кусок органического удобрения, добавляем в чай и обнаруживаем, что в нем нет ничего доброго, а воняет говном. Однако, если добавить в чай кусочек сахара, то он становится немного слаще.
",0.0
"Если с бадуняки залить в себя с утра литр айрана, все плохое настроение выйдет мощной коричневой струёй через пару часов, это кому похмеляться не вариант, на заметку
",1.0
"Почему? Написано же что действие гена можно подавить лекарствами
",0.0
"Процентов на 30 соглашусь с вами, но есть как всегда одно Но, пробег в России носит при продаже психологическую нагрузку нежели отображает техническое состояние вещей, уверен вам приходилось сталкиваться с выражением крашено а что крашено царапина или кило шпатли покупатель даже не понимает, он услышал от соседей родных друзей что крашено это плохо и живёт этим
",0.0
"А для чего городить огород, если покупатель и без этого может сравнивать конечные цены у разных продавцов и отдавать предпочтение тому, кто просит дешевле ? А если предположим выбора нет, то и указание закупочной цены ситуацию никак не поменяет.
",0.0
"у пиндосов нет у канадцев да
",1.0
"итак дохуя тредов с проблемами России, тут мы постим ДРУГОЕ
",1.0
"Хм, хм. А кто заставлял Васю заводить детей в условные 20 лет? А не потратить часть своей жизни на саморазвитие, хотя бы в тех рамках, которые он может себе позволить? И соответственно, кто заставлял этого условного Васю брать ипотеку в свои 20 лет? Я понимаю, что часто люди зажаты в те финансовые рамки, которые им уготованы от рождения, но некоторая возможность выйти из них всегда есть.
",0.0
"Ага, тред тоже был потерт без объяснений.
",0.0
"настройки - проблемы не камеры, а софта",0.0
"Все просто, воровать надо вагонами. Подделал проездной, нна тебе срок, поддел документы на несколько лямов, какое мошенничество, вы что.",0.0
"Как-то у меня не увязывается многоэтажка и чердак.
",0.0
"Привет из гетто - с Чуркина!
",1.0
"Приказ обычно всегда вместе с трудовой книжкой дают. Не могу представить ситуацию, когда книжку не выдали, а приказ выдали
",0.0
"я знаю сколько это стоит, а остальное меня не должно волновать
",0.0
"Когда шарахнул их 6 в году, из них 4 за месяц-вообще стало обычным делом тоже)
",0.0
"Зато в большинстве случаев даёт бесплатное бронирование
",0.0
"А, ну так тогда какие проблемы. В британский проще всего вкатываться через свинку пеппу - фильмы - поиск британских порталов и друзяшек, они есть не интерпале.
",0.0
"Ну я тоже читал, но заказывать вещь я подумал не страшно. Тем более на месте вручения мне спокойно дали даже проверить его работоспособность, попросил на 2 минуты компьютер, подключил питание и проверил. Страшно людям которые отправляют ибо там могут и подменить и ещё что сделать если есть знакомые на том же пункте выдачи.
",0.0
"Как и мессенджер, но только вот он не везде так работает. В одной версии так и продолжает висеть в панели, в другой вообще закрывается.
",0.0
"Гаусс два раза менял по три лампы каждый раз бросил это дело больше фирмы гаусс для меня не существует
",0.0
"И за коммуналку не платить...
",0.0
"Смерть достойная хохла
",1.0
"В Кемеровской области тоже ест река Яя, вроде и посёлок тоже есть. Есть ещё деревня Какуй.
",0.0
"Обезьяну колонизировали, привезли в Европу, дали возможность стать человеком. Обезьяна отблагодарила.
",1.0
"Проблема в том, что маленький ребенок, иной раз чуть ли не до шести-семи лет, в запале просто упускает момент, когда надо попроситься в туалет. Поэтому не вижу ничего криминального в том, чтобы надевать на ребенка подгузник при походе в такие места.
",0.0
"Боятся что не хватит времени чтобы все потратить.? Не совсем уловил про часы и деньги)
",0.0
"охлаждение выходит хорошее, а днем в жару она выключена )
",0.0
".да, вот что делает нежелание изучать предмет, который не любишь или не понимаешь. а некоторые так и учатся до конца, и даже работают...
",0.0
"наконец-то новое видео
",0.0
"это значит 5-6 рублей?
",0.0
"Совместная российско-американская миссия Венера-Д займется поиском жизни в облаках Венеры, сообщила РИА Новости ведущий научный сотрудник Института космических исследований РАН, соруководитель двухсторонней научной рабочей группы по проекту с российской стороны Людмила Засова. Какая-то примитивная жизнь вполне могла существовать на поверхности Венеры в течение первых двух миллиардов лет после ее формирования, когда молодое Солнце имело более низкую светимость и планета могла находиться в так называемой зоне обитаемости, то есть на расстоянии от Солнца, на котором возможно существование на планете жидкой воды , сказала эксперт. По ее словам, впоследствии парниковый эффект разогрел поверхность, но примитивная жизнь могла сохраниться в облаках . Участие США в совместной с Россией миссии ученый объяснила соображениями экономии и опытом Советского Союза, который совершил 10 посадок на поверхность Венеры. Также эксперт отметила политическую важность проекта. Засова сообщила, что в настоящее время ученые готовы начать опытно-конструкторские работы. В качестве основного варианта миссии рассматривается создание Роскосмосом орбитального и посадочного аппаратов (со сроком работы на поверхности Венеры в два-три часа) и малой долгоживущей станции НАСА, рассчитанной на работу на поверхности планеты в течение 60 земных суток. Для испытаний оборудования станции в Химках (Московская область) может быть восстановлена камера, имитирующая условия на поверхности Венеры. В ней создается давление 100 атмосфер и температура 500 градусов по Цельсию. Размеры камеры достаточны для испытания посадочного аппарата целиком , сказала эксперт. Тестирование работы отдельных приборов миссии в условиях венерианской атмосферы планируется проводить в США. Для получения научной информации после посадки на поверхность планеты будут использованы российские (в Х-диапазоне радиоспектра) и американские (Ка-диапазона) наземные приемные станции. Кроме России и США, в проекте Венере-Д могут принять участие Япония, Италия и Германия. В случае если финансирование миссии начнется в 2019 году, станция может быть запущена, скорее всего, не ранее 2027-го. В марте президент РАН заявил, согласно ТАСС, что бюджет миссии Венера-Д оценивается в один миллиард долларов. В настоящее время на орбите Венеры находится только один действующий аппарат японский Akatsuki. В 2020 и 2021 годах мимо Венеры должна пролететь европейско-японская станция BepiColombo. Кроме того, в 2023 году Индия планирует запустить к Венере орбитальный космический аппарат. Летом прошлого года ученые из Франции и США объяснили результаты наблюдений, сделанных советской станцией Вега-2 в атмосфере Венеры. Размеры, масса и ускорение силы тяжести на поверхности второй по удаленности от Солнца планеты системы сравнимы с таковыми у Земли. Температура атмосферы современной Венеры достигает 750 кельвинов, а ее газовая оболочка в 90 раз плотнее земной. Полный оборот вокруг Солнца планета совершает за 224,7 земных суток.
",0.0
